Date,DJIA,S&P500,NASDAQ,DAX,FTSE100,HSI,KOSPI,NIFTY50
2000-05-22,10542.549805,1400.719971,3364.209961,6912.959961,6035.5,14140.730469,691.6099849999999,
2000-05-23,10422.269531,1373.859985,3164.550049,6927.689941,6086.799805,14257.179688,679.76001,
2000-05-24,10535.349609,1399.050049,3270.610107,6834.879883,6118.600098,13933.980469,674.950012,
2000-05-25,10323.919922,1381.52002,3205.350098,6978.870117,6231.100098,13921.05957,699.530029,
2000-05-26,10299.240234,1378.02002,3205.110107,6938.330078,6216.899902,13722.700195,656.659973,
2000-05-30,10527.129883,1422.449951,3459.4799799999996,7119.259765999999,6359.600098,13990.900391,691.26001,
2000-05-31,10522.330078,1420.599976,3400.9099119999996,7109.669922,6359.399902,14713.860352000002,731.880005,
2000-06-01,10652.200195,1448.810059,3582.5,7272.759765999999,6470.5,14941.19043,738.48999,
2000-06-02,10794.759766,1477.26001,3813.3798829999996,7438.950195,6626.399902,15284.099609,760.6900019999999,
2000-06-05,10815.299805,1467.630005,3821.76001,7408.02002,6546.700195,15861.679688,794.210022,
2000-06-06,10735.570313,1457.839966,3756.3701170000004,7359.799805,6546.799805,,,
2000-06-07,10812.860352,1471.359985,3839.26001,7292.97998,6503.799805,15900.05957,822.539978,
2000-06-08,10668.719727,1461.670044,3825.5600590000004,7243.129883,6496.600098,15876.929688,800.1099849999999,
2000-06-09,10614.05957,1456.949951,3874.8400880000004,7254.529785,6443.799805,16120.259766,836.400024,
2000-06-12,10564.209961,1446.0,3767.9099119999996,7235.640137,6430.899902,16055.049805,845.8099980000001,
2000-06-13,10621.839844,1469.439941,3851.0600590000004,7268.910156,6447.100098,15692.94043,804.450012,
2000-06-14,10687.950195,1470.540039,3797.4099119999996,7350.939941,6536.299805,15857.070313,819.27002,
2000-06-15,10714.820313,1478.72998,3845.73999,7328.620117,6490.799805,16080.339844,770.950012,
2000-06-16,10449.299805,1464.459961,3860.5600590000004,7131.399901999999,6526.0,16434.380859,759.039978,
2000-06-19,10557.839844,1486.0,3989.830078,7198.799805,6490.200195,16267.469727000002,755.380005,
2000-06-20,10435.160156,1475.949951,4013.360107,7227.27002,6526.899902,16086.740234,785.320007,
2000-06-21,10497.740234,1479.130005,4064.01001,7100.089844,6477.799805,16238.139647999998,781.869995,
2000-06-22,10376.120117,1452.180054,3936.8400880000004,7053.669922,6413.799805,15952.360352000002,782.23999,
2000-06-23,10404.75,1441.47998,3845.3400880000004,6980.410156,6391.5,15738.080078,778.9400019999999,
2000-06-26,10542.990234,1455.310059,3912.1201170000004,7027.189941,6405.200195,15978.910156,791.549988,
2000-06-27,10504.459961,1450.550049,3858.959961,7048.959961,6375.299805,16155.769531,809.869995,
